web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
"1556765951-3759,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ana Mardoll,Rapturous,31-May-11,""A Series of Unfortunate Events 2: The Reptile Room / 9780061757143"||||||||||||||||||||
||||||||||||||||||||
"I came to this series after already watching the tie-in movie """"Lemony Snicket's a Series of Unfortunate Events"""". I had been fairly certain I would like the series for its dark humor, and the first book in the series - """"The Bad Beginning"""" - most certainly did not disappoint, so I was not too surprised when I also loved """"The Reptile Room""""."||||||||||||||||||||
||||||||||||||||||||
Like the rest of the novels in this series| this book is very slender and can be whipped through in a few short hours - if it has any drawbacks at all| it would perhaps be the price-to-page ratio. However| the story is engaging and well-told and it's impossible to not be drawn into the drama of the Baudelaire orphans as they struggle to survive in the home of their kind-but-eccentric Uncle Monty. Having already seen the movie| it was a bit tricky for me to adjust from Billy Connolly's delightful and warm characterization of Uncle Monty to the somewhat cooler and more oblivious Uncle Monty presented here on page| but the characterization fits more easily within the confines of the story.|||||||||||||||
||||||||||||||||||||
A note about the audiobook edition of this book: this installation in the series is narrated by Tim Curry. He narrates the story superbly and adds a wonderful layer of creepy inflection over the entire affair. The pacing is excellent and the overall effect on the reader is very immersive and well worth the listen.||||||||||||||||||||
||||||||||||||||||||
"~ Ana Mardoll"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"||||||||||||||||||||
"1556765958-3794,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,amatulli,Fantastic,16-Apr-15,""Great series. Well written with a unique approach. Great for your young kids (I have a 12 year old), but interesting enough for parents to want to read the series along with them!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||||||||||
"1556766020-4070,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dustin VanEnkenvort,The reptile room,17-Feb-13,""GREAT!!!!!"||||||||||||||||||||
"Unbelievable how lemony snicker can describe all of these great and evil characters that try to steal the children's fortune"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||||||||||
"1556766078-4333,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Wit4Lit,Snicket's Series;The Quintessence of Diversity,13-Nov-04,""It always seems that every book either starts happy and ends sad, or starts sad and ends happy. Lemony Snicket's books are genuine. Each story is unique and draws the reader in. Part of the reason that these novels are so magnificent to read is that they """"rebel"""" against the themes of modern literature. The characters are always getting slammed into by horrible luck;things just never go the way they were planned to go."||||||||||||||||||||
||||||||||||||||||||
  As you read each story| Snicket creates the illusion that you are strolling alongside the Baudelaires as they constantly run into misfortune. You feel their pain and aggravation when bad things strike them.One would think that the series is too depressing to read| but Snicket throws in humor that allows the reader relief.||||||||||||||||||
||||||||||||||||||||
"  These novels are the cornerstones of great literature, and are a great precedent for influencing change from """"same old, same old"""".Lemony Snicket risked a lot by creating such a unique theme, but that just goes to prove that great authors take risks."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&filterByStar=five_star&pageNumber=59&reviewerType=all_reviews"||||||||||||||||||||
1556765975-3874|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|vic|Perfect reading for a kid inside all of us!|20-Jan-14|My 11 y.o. boy loves it! And so does everybody else in the family! You haven't read it yet? I don't believe you… What are you waiting for?!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||||||||||
"1556766076-4319,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jennifer,Great Books!,13-Jul-04,""I've bought these books, and I've recieved them in a short period of time. They are interesting to read. It's hard to see these children struggle, and face all the sorrow that comes their way. I thought I would not like these, because they were supposed to be depressing. If you want a series you really get involved in, try these. This collection is by far entertaining, and detailed. I can't wait to buy the next box set!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&filterByStar=five_star&pageNumber=58&reviewerType=all_reviews"||||||||||||||||||||
1556765975-3870|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Taylor Burke|Great book|9-Mar-14|I recommend more happy things happening then sad and I really think it was a great book it was one of my favorite books that I've ever read. You could add more happy things and why give it the Rating it's because I thought it was really great especially when those happy things and when sunny got bit by incredibly deadly Viper which is not incredibly deadly I thought it was a really good book and so they could solve the problem|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||||||||||
1556766004-3995|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Elizabeth Santanna|The reptile room|8-Mar-14|Lots of action and mysterious events don't forget about murder. This book is not for very happy people who expect happy endings.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews||||||||||||
"1556765971-3854,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Elam Family,Great series!,3-Dec-14,""My kid loves these books.  As a parent I have tried to instill the love of reading into my son and it has gotten easier overtime and we are reaping the benefits of the improved reading.  Sometimes it was difficult to match the content level with his advanced reading level in addition to his interest in the content itself, however these books have seemed to be a perfect storm of sorts.  He is 9 but reading at a 12th grade level and it wasn't until this series that we really saw a passion for reading show, he always liked it and did it daily but never sought it out as feverishly as he did with this series, he is sharing the story with us in addition to laughing and enjoying himself.  I highly recommend them and we now own them all."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||||||||||
"1556766031-4115,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mitzi Larrance Smith,books,19-Dec-09,""I received in a timely manner,I was very pleased with the condition of the set of books"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews"||||||||||||||||||||
"1556765953-3771,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Selene,What a riot!,9-Aug-13,""Although this is probably a YA novel, it was fun and intriguing to this adult. Oh, my, could things get any worse? OH, yes! Yet, within all the calamitous calamity, there is hope, there is strength, especially in the orphans who have to endure these twists of fate. They prove most creative and sturdy against the winds of ill fortune that batter against their windows."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews"||||||||||||||||||||
"1556766092-4393,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,S. Smith,Thanks!,19-Jan-07,""This was a wonderful Christmas gift, perfect condition, fast shipping!  Thank you!  :)"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=five_star&pageNumber=65&reviewerType=all_reviews"||||||||||||||||||||
"1556765949-3751,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,James Ferguson,Troublesome tales for the young and old,11-Nov-09,""I read these tales with my daughter at night before she goes to bed.  It has been as much a revelation to me as it has been for her this series of most unfortunate events, as they differ enough from the movie to give her pause while I enjoy the copious word play of Lemony Snicket."||||||||||||||||||||
||||||||||||||||||||
The three books are each divided into 13 chapters as one would imagine.  Not so lengthy that you can't read two aloud in one night.  It begins as one expects with the Baudelaires being thrown into the evil clutches of Count Olaf| who immediately starts his sinister plan to work with the help of his filthy assistants.  The orphans gain some comfort from their next door neighbor| Judge Strauss| but as they soon learn adults aren't much help and they are forced to pry themselves free from the clutches of Olaf themselves.|||||||||||||||||
||||||||||||||||||||
Books 2 and 3 take Uncle Monty and Aunt Josephine in turn.  Hard to picture them as anyone other than Billy Connolly and Meryl Streep now.  The two adventures once again find the orphans matching wits with Count Olaf as he takes on fiendish disguises which all too easily fool the adults| who once again prove no help at all to the orphans.  Whereas in Book the Second we get a fantastical story of reptiles| mostly charming snakes| in Book the Third we get quite a little study in grammar that ultimately leads to poor Aunt Josphine's demise.|||||||||||||||||
||||||||||||||||||||
"Mr. Poe is perhaps the most troublesome character in these tales as one would expect after being fooled each time he might wisen up a little, but sadly not, and the kids find themselves moving from one ill-fated adventure to another, all in good humor of course as not to give young readers too much fright."",5.0 out of 5 stars,,"||||||||||||||||||||
"1556766083-4352,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Hilarious reading! Great for those who love Harry!,27-May-01,""This book and the others in its series have quickly become my favorite books(aside from Harry Potter of course!) Lemony Snicket is completely hilarious and the stories remain exciting, interesting, and a-just-plain-great-read! Snicket stays in the foot-steps of J.K. Rowling, Roald Dahl, J.R.R. Tolkien."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews"||||||||||||||||||||
1556765995-3962|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|5-Nov-14|Great book thank you!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||||||||||||
1556765969-3837|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nurse Ratched|Great little book!|8-Dec-14|Great copy of the 2nd book in this series. The cover is very pretty and colorful. The print is easy to read. I would recommend this product!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||||||||||||
"1556766094-4395,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Owen Stansfield,The best book in the series of unfortunate events!...,28-Jan-03,""This book was exciting, funny, surprising, and I couldn't put it down I can't wait to read the next one."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&filterByStar=five_star&pageNumber=66&reviewerType=all_reviews"||||||||||||||||||||
1556766099-4419|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Michelle C. Hagerman|Brilliant Plot!!|21-Sep-18|Very mysterious and full of suspense.  An easy read which kept my pages turning.  Looking forward to continuing this interesting journey of Series of Unfortunate Events.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=five_star&pageNumber=68&reviewerType=all_reviews||||||||||||
1556765991-3941|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lucil Nicolas Ferrum|Five Stars|3-Dec-15|Thank You.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews||||||||||||
"1556766062-4256,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mel,The Best Book,6-Mar-04,""The Carnivorous Carnival is a great book as well as the whole series. In each book Count Olaf disguises himself as someone different, then tries to kill the kids owners and capture the Baudelaire fortune."||||||||||||||||||||
" In this particular book, Violet, Claus, and Sunny are in the trunk of his car and find costumes for their disguises.  They are dressed up as a two-headed person and a baby wolf. They are at a carnival and are part of the freak show. Olaf finds out who they really are and wants to throw them in a pit of hungry lions. Violet creates an escape but does it work? To know the rest you'll have to read the book. Though it seems very violent, and the author does go on a bit about his personal life, it's a REALLY great book for anyone, whether you like to read or not. I recommend this book and the entire series to everyone, and whoever doesn't like it probably didn't even give it a chance. So be sure to read this great series (preferably from the first book on)."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews"||||||||||||||||||||
"1556766040-4158,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,hiphopgirl_1000,Another hit!!,14-Nov-01,""While traveling on Lousy Lane in Mr.Poe's car the three orphaned Baudelaire children, Violet,Klaus, and Sunny are anxouis to meet the new guardian, Montgomery Montgomery, that Mr.Poe has set them up with. """"Would Dr. Montgomery be a kind person? they wondered. Would he at least be better than Count Olaf? Could he possibly be worse?"""" However for once things turn out great for them. It seem Uncle Monty is as brilliant as ever. The orphans get their own seperate rooms for their liking.(Much different that Count Olaf) Uncle Monty circles the globe looking for snakes to study, and even plans to take them with him on his scientific expedition to Peru. The children can't believe their luck and are overjoyed. Plus they get to stay in his Reptile Room which is full of specimens Uncle Monty has collect, including the Incredibly Deadly Viper(Who is probably the most friendly snake ever! Totally wrong name!) Things however take the turn for the worse when Count Olaf shows up! The children can't believe their eyes!! This time it seems he has disguised himself as Stephano, Uncle Monty's assistant. No sooner has Count Olaf turned up but soon he murders Uncle Monty! Voilet, Klaus, and Sunny try to explain to Mr. Poe about Stephano but it seems nobody will believe he is Count Olaf. Plus it seems Olaf plans to take them to Peru and who knows what will happen there? Can the Baudelauires solve their problems this time?"||||||||||||||||||||
"I absoultely love these books! They make my day brighter as Lemony Snicket is a true genius with his dry humor! I have so far read all eight and things definetly heat up later! So if you love these books right now I encourage you to read on!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||||||||||
"1556766042-4165,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eric Arismendi,Count Olaf returns!,24-Jun-06,""A sequel to """"The Bad Beginning,""""  this book is even better than the first!  """"The Reptile Room"""" is and isn't everything that the first book in the series was and wasn't. Longer, more thrilling, suspenseful, and clever - this is a great book to read! After the events in """"The Bad Beginning,"""" you might not think that it's possible for things to get any worse for the Baudelaire orphans...but they can! After Count Olaf's plot of getting the children's fortune (in the last book) failed - the Baudelaires are sent to live with a much nicer and more responsible guardian. Their new guardinan, Uncle Monty, is a herpetologist. In other words, a scientist who studies snakes! Anyway, Uncle Monty is Count Olaf's complete opposite - mentally and physically. He loves the children very much, and even plans on taking them to Peru. However, there's something fishy going on. Uncle Monty's laboratory assistant unexpectadly quits. But why? Because of that, Uncle MOnty had to hire the mysterious Stephano, To the children, Stephano's face, his look, his ankle - why is he so familiar to them? And why are the children in danger? Remember, actors have costumes or disguises. Remember that Count Olaf was an actor.........."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews"||||||||||||||||||||
1556766083-4349|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|April|love|22-Dec-14|I love this book and also love the whole series. The ebook was very easy to read and to handle.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews||||||||||||
"1556766085-4360,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Shawni L Coll,Bad Bringing,17-Jan-15,""Awesome Book Because i't has a fire in the book"||||||||||||||||||||
||||||||||||||||||||
"I like this story cause i't  was amazing and funny and scary"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=five_star&pageNumber=62&reviewerType=all_reviews"||||||||||||||||||||
"1556765958-3785,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,PhoenixRunner,So convenient!,18-Jan-17,""All three in one place!"||||||||||||||||||||
"Wish I could of read these books sooner! Love the fact he defines words as we read along. Perfect for kids."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||||||||||||
1556766026-4096|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jordan|Best Book|15-Apr-13|I love the series and I love the movie. Can`t wait to read the third book and every other book!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=five_star&pageNumber=36&reviewerType=all_reviews||||||||||||
1556765991-3938|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Abby|AWESOME!!!!!!!!!!!!!|15-Jan-14|I love this book and the whole series it is great to read but some times it is a little sad but not always anyway I recommend this book and I recommended this series of them I am sure you will like them|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews||||||||||||
"1556766090-4381,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,J. Vescovi,Great for Youngsters,21-Sep-05,""I bought this book for my neice who is nine years old.  She abslolutely loves this book, although she needs some help reading this book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&filterByStar=five_star&pageNumber=64&reviewerType=all_reviews"||||||||||||||||||||
"1556766096-4411,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,bernie (xyzzy),A misnomer leads to mystery in the miserable death of Monty,8-Sep-17,""The Baudelaire midgets...oops orphans, Violet, Klaus and Sunny, Get to move in with their Uncle Monty. Here they get to use their skills with reading, inventing, and biting. We learn more about books and words. We also learn a little about haystack statistics."||||||||||||||||||||
||||||||||||||||||||
Meanwhile| back at the ranch| shortly after the appearance of Stephano (and we all know who he really is)| Uncle Monty apparently is nipped by the Mumba du Mal. It is obvious to all but the midgets that the Mumba du Mal opens his cage with the help of other snakes and after doing| the deadly deed locked his self-back up.||||||||||||||||
||||||||||||||||||||
"Naturally, the orphans must prove who count Olaf is, and get surprised by his assistant. This sets up the pattern for the next book in the series. Where once again access to a library may save their lives."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=five_star&pageNumber=67&reviewerType=all_reviews"||||||||||||||||||||
"1556766096-4413,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,bernie (xyzzy),A misnomer leads to mystery in the miserable death of Monty,21-May-18,""The Baudelaire midgets...oops orphans, Violet, Klaus and Sunny, Get to move in with their Uncle Monty. Here they get to use their skills with reading, inventing, and biting. We learn more about books and words. We also learn a little about haystack statistics."||||||||||||||||||||
||||||||||||||||||||
Meanwhile| back at the ranch| shortly after the appearance of Stephano (and we all know who he really is)| Uncle Monty apparently is nipped by the Mumba du Mal. It is obvious to all but the midgets that the Mumba du Mal opens his cage with the help of other snakes and after doing| the deadly deed locked his self-back up.||||||||||||||||
||||||||||||||||||||
"Naturally, the orphans must prove who count Olaf is, and get surprised by his assistant. This sets up the pattern for the next book in the series. Where once again access to a library may save their lives."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=five_star&pageNumber=67&reviewerType=all_reviews"||||||||||||||||||||
1556766017-4059|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|anahid|Bought for my year old son and he just loves ...|19-Feb-15|Bought for my  year old son and he just loves it. Keeps him entertained.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=five_star&pageNumber=32&reviewerType=all_reviews||||||||||||
"1556766067-4284,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Bettye,Bettye from Richview Middle School,10-Mar-04,""The Baudelaire childern,Violet, Klaus, and Sunny,are on their way to live at their Uncle Monty's (Dr.Montgomery Montgomery) house because they are orphans.  they had been living with Count Olaf (Stephano),who tried to steal their fortune (this was in the first book).  He reappears in their lives now to agin try to take their money.  Count Olaf is disguised as Stephano and munders their Uncle  Monty by making it look like he was bitten  by one of his smakes.  Count Olaf tries to take the  childern out of the country so he can kill them, but  Voletreveals Count Ola's tre identity by having them uncover a tattoo he is hiding  with makeup.The children are on their way to a new home to begin another adventure,"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=five_star&pageNumber=54&reviewerType=all_reviews"||||||||||||||||||||
"1556766020-4074,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kia Jones,""Great,!!"",26-Dec-12,One of my favorites from the series. A great read! I recommend it to everyone I know! Love the series,5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||||||||||
